SIGNALENERGY_AVG,BIN_AVG0,BIN_AVG1,BIN_AVG2,BIN_AVG3,BIN_AVG4,BIN_AVG5,BIN_AVG6,BIN_AVG7,BIN_AVG8,BIN_AVG9,BIN_AVG10,BIN_AVG11,BIN_AVG12,BIN_AVG13,BIN_AVG14,BIN_AVG15,BIN_AVG16,BIN_AVG17,BIN_AVG18,BIN_AVG19,SIGNALENERGY_STDEV,BIN_STDEV0,BIN_STDEV1,BIN_STDEV2,BIN_STDEV3,BIN_STDEV4,BIN_STDEV5,BIN_STDEV6,BIN_STDEV7,BIN_STDEV8,BIN_STDEV9,BIN_STDEV10,BIN_STDEV11,BIN_STDEV12,BIN_STDEV13,BIN_STDEV14,BIN_STDEV15,BIN_STDEV16,BIN_STDEV17,BIN_STDEV18,BIN_STDEV19,style,file_name
0.791470,6.275919,0.365575,-0.135436,-0.200451,-0.189996,-0.283961,-0.240277,-0.279273,-0.241693,-0.237350,-0.251092,-0.257852,-0.236544,-0.248377,-0.261015,-0.263187,-0.262836,-0.269925,-0.263542,-0.264659,-0.166394,0.331985,0.027504,-0.052515,-0.096573,-0.137436,-0.125441,-0.167733,-0.179110,-0.189044,-0.179752,-0.194608,-0.198349,-0.198468,-0.200158,-0.211300,-0.211227,-0.213014,-0.218149,-0.227730,-0.237987,"pop","../../../datasets/music/pop/pop.00036.au"
0.760131,6.300796,0.210170,-0.241630,-0.190221,-0.210434,-0.231576,-0.246864,-0.225134,-0.216200,-0.212324,-0.238380,-0.242278,-0.236060,-0.246052,-0.245506,-0.245390,-0.245189,-0.244643,-0.245502,-0.248482,-0.157265,0.284439,-0.017628,-0.076998,-0.122439,-0.137245,-0.141950,-0.163897,-0.166202,-0.167673,-0.173034,-0.186372,-0.187518,-0.185174,-0.192384,-0.208577,-0.207243,-0.204564,-0.207483,-0.214729,-0.225293,"pop","../../../datasets/music/pop/pop.00038.au"
0.784041,6.297142,0.174352,-0.101128,-0.229784,-0.229955,-0.279731,-0.176571,-0.263648,-0.230391,-0.230938,-0.256146,-0.231568,-0.247453,-0.257185,-0.258020,-0.256664,-0.250338,-0.248056,-0.250496,-0.257690,-0.171628,0.257152,-0.010625,-0.033629,-0.089488,-0.105641,-0.125672,-0.149237,-0.169899,-0.167586,-0.178947,-0.184781,-0.186236,-0.188727,-0.204221,-0.209662,-0.211042,-0.207875,-0.209275,-0.222430,-0.230324,"pop","../../../datasets/music/pop/pop.00039.au"
0.786580,6.269614,0.562476,-0.335367,-0.173858,-0.176644,-0.271493,-0.259014,-0.268476,-0.256710,-0.249567,-0.258958,-0.229932,-0.234238,-0.229594,-0.235575,-0.258087,-0.252598,-0.246763,-0.252297,-0.255388,-0.179057,0.193586,-0.060955,-0.075452,-0.139626,-0.148691,-0.137874,-0.150726,-0.158649,-0.166916,-0.174388,-0.172806,-0.178228,-0.188664,-0.186695,-0.187721,-0.198013,-0.210152,-0.209642,-0.218343,-0.225097,"pop","../../../datasets/music/pop/pop.00040.au"
0.755146,6.240561,0.651763,-0.062800,-0.252888,-0.222536,-0.251895,-0.337867,-0.212905,-0.325419,-0.282723,-0.240505,-0.302868,-0.301644,-0.299644,-0.292178,-0.274324,-0.292420,-0.283372,-0.272912,-0.287378,-0.170628,0.342844,0.017650,-0.008669,-0.095991,-0.087813,-0.143857,-0.128426,-0.160153,-0.159352,-0.173628,-0.173039,-0.187363,-0.195979,-0.196741,-0.200844,-0.208083,-0.224073,-0.230666,-0.230261,-0.236118,"pop","../../../datasets/music/pop/pop.00041.au"
0.767926,6.292678,0.302167,-0.238495,-0.143172,-0.190192,-0.265042,-0.211472,-0.242615,-0.225221,-0.236772,-0.269919,-0.240864,-0.255125,-0.258158,-0.255315,-0.269978,-0.261183,-0.259272,-0.265506,-0.261399,-0.145993,0.221900,0.022867,-0.029380,-0.113272,-0.127963,-0.126203,-0.136078,-0.170336,-0.171336,-0.172186,-0.185961,-0.191061,-0.193966,-0.200623,-0.214399,-0.211845,-0.205220,-0.203825,-0.224683,-0.233509,"pop","../../../datasets/music/pop/pop.00042.au"
0.770651,6.274826,0.320519,-0.191967,-0.219979,-0.220763,-0.293658,-0.194808,-0.276969,-0.266658,-0.245802,-0.275933,-0.276891,-0.265412,-0.271854,-0.267724,-0.256218,-0.262342,-0.266768,-0.272272,-0.272446,-0.162504,0.355815,0.074461,0.012568,-0.094563,-0.115767,-0.101348,-0.121011,-0.153784,-0.170177,-0.174368,-0.180061,-0.187984,-0.195008,-0.199587,-0.211806,-0.220098,-0.223711,-0.227537,-0.233151,-0.237908,"pop","../../../datasets/music/pop/pop.00045.au"
0.771094,6.273986,0.324718,-0.192158,-0.223199,-0.220843,-0.294295,-0.193422,-0.277064,-0.266623,-0.246551,-0.275439,-0.278054,-0.265620,-0.271440,-0.269360,-0.255841,-0.263420,-0.267612,-0.271888,-0.272776,-0.162275,0.359327,0.074166,0.017315,-0.094019,-0.117545,-0.104981,-0.122493,-0.154947,-0.168249,-0.174417,-0.180020,-0.186838,-0.194637,-0.200183,-0.211093,-0.220017,-0.224376,-0.227396,-0.233453,-0.238060,"pop","../../../datasets/music/pop/pop.00046.au"
0.772195,6.294447,0.279657,-0.180771,-0.234907,-0.219283,-0.202942,-0.187002,-0.250088,-0.228749,-0.238593,-0.219460,-0.251461,-0.252049,-0.267123,-0.249567,-0.251335,-0.251324,-0.254353,-0.258667,-0.262450,-0.155367,0.251293,-0.002969,-0.060437,-0.103897,-0.127766,-0.124725,-0.157120,-0.163935,-0.171381,-0.179788,-0.188091,-0.184068,-0.199217,-0.198950,-0.206838,-0.211989,-0.218355,-0.223467,-0.225504,-0.233604,"pop","../../../datasets/music/pop/pop.00047.au"
0.748148,6.313036,0.083149,-0.159920,-0.268852,-0.182265,-0.198997,-0.156875,-0.251926,-0.201309,-0.205659,-0.234747,-0.248826,-0.217550,-0.233674,-0.236221,-0.247556,-0.246255,-0.251435,-0.249481,-0.251844,-0.155162,0.225547,-0.048220,-0.044837,-0.131011,-0.124293,-0.158704,-0.144651,-0.162230,-0.159862,-0.171676,-0.178919,-0.185393,-0.193972,-0.192796,-0.199606,-0.208519,-0.208023,-0.214154,-0.217514,-0.226944,"pop","../../../datasets/music/pop/pop.00048.au"
0.760239,6.310511,0.089224,-0.186974,-0.198037,-0.211629,-0.220922,-0.179527,-0.249029,-0.209162,-0.229057,-0.210924,-0.244031,-0.233725,-0.256410,-0.242614,-0.247597,-0.239658,-0.247773,-0.250608,-0.254582,-0.169214,0.224421,-0.006946,-0.069109,-0.107456,-0.119397,-0.135300,-0.146968,-0.161446,-0.167396,-0.174528,-0.183627,-0.173447,-0.190562,-0.194301,-0.201338,-0.203714,-0.206753,-0.215079,-0.219647,-0.225907,"pop","../../../datasets/music/pop/pop.00051.au"
0.798598,6.293803,0.057675,-0.217828,-0.176013,-0.200191,-0.239967,-0.170311,-0.238460,-0.205681,-0.216713,-0.258482,-0.251054,-0.264943,-0.254500,-0.257974,-0.266529,-0.263277,-0.262667,-0.262117,-0.273208,-0.090137,0.331667,-0.015642,-0.022699,-0.077942,-0.109819,-0.108141,-0.145364,-0.151109,-0.163235,-0.178397,-0.194286,-0.196652,-0.189053,-0.202643,-0.214549,-0.221287,-0.223723,-0.222588,-0.230220,-0.244340,"pop","../../../datasets/music/pop/pop.00052.au"
0.768128,6.232964,0.452661,-0.237359,-0.277354,-0.283581,-0.397034,-0.203170,-0.348722,-0.323222,-0.291291,-0.352463,-0.314573,-0.322825,-0.302584,-0.274001,-0.290821,-0.293851,-0.301977,-0.294372,-0.286227,-0.093924,0.417877,0.130258,0.171160,-0.048661,-0.032175,-0.112443,-0.129538,-0.125101,-0.160175,-0.136354,-0.173628,-0.175448,-0.173428,-0.151699,-0.176873,-0.185066,-0.204407,-0.217317,-0.232945,-0.248439,"pop","../../../datasets/music/pop/pop.00053.au"
0.791688,6.280179,0.233923,-0.093985,-0.194470,-0.267281,-0.291666,-0.215927,-0.265777,-0.201504,-0.254276,-0.248759,-0.276932,-0.282824,-0.253392,-0.273933,-0.250264,-0.287279,-0.264078,-0.277979,-0.273034,-0.134941,0.364433,0.034134,-0.039122,-0.113366,-0.130421,-0.109844,-0.155275,-0.163151,-0.171597,-0.166084,-0.160062,-0.186821,-0.187346,-0.195297,-0.210456,-0.207035,-0.205119,-0.220142,-0.234139,-0.240776,"pop","../../../datasets/music/pop/pop.00054.au"
0.772193,6.282810,0.113606,-0.134969,-0.286714,-0.252749,-0.249447,-0.235049,-0.266925,-0.231763,-0.246765,-0.263140,-0.247720,-0.272429,-0.269725,-0.257772,-0.262251,-0.261547,-0.256506,-0.259884,-0.269820,-0.088865,0.413549,0.077084,-0.021494,-0.073512,-0.089477,-0.118239,-0.150452,-0.147896,-0.170626,-0.175276,-0.186663,-0.189792,-0.176280,-0.192746,-0.212622,-0.212482,-0.216937,-0.226411,-0.238203,-0.246093,"pop","../../../datasets/music/pop/pop.00055.au"
0.790047,6.273957,0.094099,-0.136396,-0.085860,-0.167746,-0.265176,-0.218148,-0.251256,-0.227830,-0.255367,-0.257165,-0.246196,-0.242173,-0.263325,-0.272740,-0.280619,-0.274174,-0.274972,-0.278444,-0.287324,-0.106052,0.466130,0.125296,-0.020277,-0.087529,-0.144530,-0.141729,-0.166027,-0.164111,-0.178991,-0.183232,-0.200039,-0.202191,-0.209461,-0.221579,-0.223031,-0.225414,-0.232338,-0.247219,-0.251346,-0.259521,"pop","../../../datasets/music/pop/pop.00056.au"
0.799715,6.292696,0.055717,-0.214125,-0.169303,-0.205489,-0.237679,-0.174190,-0.238978,-0.203419,-0.220366,-0.256359,-0.256126,-0.263405,-0.252789,-0.258252,-0.266320,-0.265168,-0.262386,-0.262460,-0.272875,-0.087771,0.343198,-0.013963,-0.018132,-0.080642,-0.110893,-0.113447,-0.147932,-0.153649,-0.163495,-0.179324,-0.195969,-0.196355,-0.188286,-0.203059,-0.214359,-0.221149,-0.223552,-0.222812,-0.231426,-0.245422,"pop","../../../datasets/music/pop/pop.00057.au"
0.747927,6.265704,0.311844,-0.362815,-0.179052,-0.281480,-0.282591,-0.248906,-0.270951,-0.258646,-0.241021,-0.284929,-0.293482,-0.290576,-0.279842,-0.282918,-0.280629,-0.255387,-0.248878,-0.259964,-0.265266,-0.090648,0.423946,0.144764,-0.002151,-0.060977,-0.106849,-0.126945,-0.143989,-0.149028,-0.161956,-0.172316,-0.178946,-0.176242,-0.173903,-0.193533,-0.202346,-0.211653,-0.216968,-0.216972,-0.214441,-0.226990,"pop","../../../datasets/music/pop/pop.00058.au"
0.791688,6.280179,0.233923,-0.093985,-0.194470,-0.267281,-0.291666,-0.215927,-0.265777,-0.201504,-0.254276,-0.248759,-0.276932,-0.282824,-0.253392,-0.273933,-0.250264,-0.287279,-0.264078,-0.277979,-0.273034,-0.134941,0.364433,0.034134,-0.039122,-0.113366,-0.130421,-0.109844,-0.155275,-0.163151,-0.171597,-0.166084,-0.160062,-0.186821,-0.187346,-0.195297,-0.210456,-0.207035,-0.205119,-0.220142,-0.234139,-0.240776,"pop","../../../datasets/music/pop/pop.00060.au"
0.787009,6.283051,0.292031,-0.243096,-0.053240,-0.176933,-0.300821,-0.202516,-0.295793,-0.233712,-0.225023,-0.272693,-0.281299,-0.281922,-0.248626,-0.248029,-0.268606,-0.263835,-0.260779,-0.260856,-0.265499,-0.145160,0.240336,0.077361,-0.020337,-0.083281,-0.125885,-0.116405,-0.149177,-0.159548,-0.164307,-0.166335,-0.184657,-0.196292,-0.198906,-0.203918,-0.218506,-0.227002,-0.227950,-0.230232,-0.236182,-0.242429,"pop","../../../datasets/music/pop/pop.00061.au"
0.823868,6.299007,0.287609,-0.195469,-0.184913,-0.271296,-0.242776,-0.212363,-0.247162,-0.224744,-0.194766,-0.240309,-0.221476,-0.238207,-0.228974,-0.234008,-0.233376,-0.241039,-0.247360,-0.253684,-0.261917,-0.186066,0.046911,-0.056974,-0.051648,-0.111099,-0.125543,-0.150175,-0.149885,-0.158958,-0.160276,-0.166709,-0.186384,-0.186348,-0.180509,-0.173707,-0.182509,-0.204930,-0.201842,-0.203756,-0.217415,-0.228823,"pop","../../../datasets/music/pop/pop.00062.au"
0.731793,6.268677,0.053138,-0.351138,-0.294998,-0.315992,-0.349345,-0.270636,-0.281799,-0.301052,-0.261258,-0.282924,-0.275293,-0.241105,-0.220812,-0.236938,-0.239366,-0.255042,-0.252614,-0.242501,-0.251435,-0.054941,0.564990,0.038776,0.022567,-0.065815,-0.106272,-0.052615,-0.120879,-0.130824,-0.150605,-0.146984,-0.173074,-0.179090,-0.187895,-0.166283,-0.164685,-0.189916,-0.206712,-0.212645,-0.215953,-0.230504,"pop","../../../datasets/music/pop/pop.00064.au"
0.750124,6.267843,0.435528,-0.179772,-0.171395,-0.248564,-0.229188,-0.292326,-0.296178,-0.288732,-0.239638,-0.271913,-0.277111,-0.255098,-0.260651,-0.257253,-0.253746,-0.259881,-0.275004,-0.273512,-0.264806,-0.107043,0.402814,0.011068,-0.077210,-0.094685,-0.107395,-0.141323,-0.144154,-0.170869,-0.149854,-0.182735,-0.186452,-0.197255,-0.176319,-0.202034,-0.205788,-0.215634,-0.222410,-0.225941,-0.231169,-0.234342,"pop","../../../datasets/music/pop/pop.00065.au"
0.797469,6.279151,0.372064,-0.053996,-0.196122,-0.213475,-0.248748,-0.205098,-0.271958,-0.256136,-0.203126,-0.272560,-0.266216,-0.265227,-0.271019,-0.252380,-0.260781,-0.267543,-0.267418,-0.275940,-0.269044,-0.184682,0.248662,0.028323,-0.035359,-0.121860,-0.136847,-0.149713,-0.159681,-0.177369,-0.176928,-0.166009,-0.183211,-0.181466,-0.204678,-0.200302,-0.216982,-0.211791,-0.216089,-0.222264,-0.227084,-0.236562,"pop","../../../datasets/music/pop/pop.00066.au"
0.760369,6.305277,0.091827,-0.171688,-0.168046,-0.182245,-0.242745,-0.225646,-0.258117,-0.272907,-0.241657,-0.267729,-0.252431,-0.248085,-0.239186,-0.250545,-0.255349,-0.254102,-0.264366,-0.259598,-0.259925,-0.117151,0.226236,0.038265,-0.031056,-0.097970,-0.130042,-0.125957,-0.140922,-0.143751,-0.160705,-0.161571,-0.178070,-0.184502,-0.183133,-0.180870,-0.190202,-0.195671,-0.214063,-0.216837,-0.223596,-0.231538,"pop","../../../datasets/music/pop/pop.00067.au"
0.766732,6.292284,0.218938,-0.221601,-0.167656,-0.234126,-0.247692,-0.222715,-0.273032,-0.265389,-0.228944,-0.287562,-0.285423,-0.285452,-0.259588,-0.272553,-0.264590,-0.260173,-0.271391,-0.267363,-0.265624,-0.140010,0.248746,0.060498,-0.050753,-0.062423,-0.079558,-0.097467,-0.144308,-0.156942,-0.154058,-0.157405,-0.167451,-0.177168,-0.178032,-0.190525,-0.194490,-0.197124,-0.203011,-0.206567,-0.219273,-0.229761,"pop","../../../datasets/music/pop/pop.00068.au"
0.784930,6.290676,0.352407,-0.228712,-0.052640,-0.185508,-0.205465,-0.234872,-0.224984,-0.231454,-0.234540,-0.254173,-0.236166,-0.237315,-0.242259,-0.241482,-0.244022,-0.252746,-0.255068,-0.257611,-0.250347,-0.163934,0.209559,-0.015997,-0.088945,-0.139716,-0.162598,-0.167942,-0.168278,-0.170500,-0.181891,-0.185705,-0.195696,-0.199187,-0.201885,-0.206171,-0.211657,-0.216019,-0.218582,-0.221139,-0.223762,-0.228607,"pop","../../../datasets/music/pop/pop.00069.au"
0.760369,6.305277,0.091827,-0.171688,-0.168046,-0.182245,-0.242745,-0.225646,-0.258117,-0.272907,-0.241657,-0.267729,-0.252431,-0.248085,-0.239186,-0.250545,-0.255349,-0.254102,-0.264366,-0.259598,-0.259925,-0.117151,0.226236,0.038265,-0.031056,-0.097970,-0.130042,-0.125957,-0.140922,-0.143751,-0.160705,-0.161571,-0.178070,-0.184502,-0.183133,-0.180870,-0.190202,-0.195671,-0.214063,-0.216837,-0.223596,-0.231538,"pop","../../../datasets/music/pop/pop.00071.au"
0.769225,6.290289,0.392571,-0.331943,-0.219492,-0.264709,-0.239998,-0.227433,-0.218836,-0.236850,-0.227814,-0.247324,-0.240672,-0.241815,-0.237757,-0.236275,-0.236435,-0.238014,-0.233744,-0.234316,-0.237882,-0.158148,0.180916,0.005779,-0.080513,-0.113567,-0.138979,-0.151794,-0.157041,-0.163642,-0.168241,-0.168537,-0.176895,-0.182308,-0.187841,-0.194248,-0.195867,-0.201562,-0.205844,-0.209497,-0.213249,-0.219698,"pop","../../../datasets/music/pop/pop.00072.au"
0.785388,6.303248,0.191807,-0.093160,-0.203974,-0.209933,-0.236266,-0.198296,-0.223341,-0.234127,-0.209276,-0.258500,-0.249919,-0.256389,-0.237710,-0.253986,-0.246377,-0.242419,-0.252195,-0.249526,-0.250854,-0.152244,0.190493,-0.018092,-0.068281,-0.120742,-0.145839,-0.146300,-0.158046,-0.171482,-0.176712,-0.169738,-0.182224,-0.188581,-0.184508,-0.195505,-0.208658,-0.209412,-0.212875,-0.212242,-0.218263,-0.224944,"pop","../../../datasets/music/pop/pop.00073.au"
0.772628,6.274440,0.319246,-0.051232,-0.189256,-0.216457,-0.318512,-0.266207,-0.330686,-0.255311,-0.251166,-0.288275,-0.272937,-0.275904,-0.284534,-0.282382,-0.270870,-0.272505,-0.279829,-0.283308,-0.276278,-0.120929,0.298297,0.085405,-0.022886,-0.058532,-0.125425,-0.096969,-0.147925,-0.124323,-0.165726,-0.162179,-0.164412,-0.183909,-0.183525,-0.202127,-0.206696,-0.210417,-0.211885,-0.220109,-0.232985,-0.243408,"pop","../../../datasets/music/pop/pop.00074.au"
0.763836,6.299258,0.123311,-0.075938,-0.056246,-0.201377,-0.287154,-0.192560,-0.267336,-0.256375,-0.220711,-0.283946,-0.258270,-0.273875,-0.276793,-0.271267,-0.266505,-0.262466,-0.262659,-0.268164,-0.261932,-0.131089,0.252413,0.015467,-0.076914,-0.082623,-0.124215,-0.117483,-0.151200,-0.154682,-0.164359,-0.168115,-0.181683,-0.184167,-0.184400,-0.196847,-0.203738,-0.210132,-0.214956,-0.217789,-0.217783,-0.228535,"pop","../../../datasets/music/pop/pop.00075.au"
0.775211,6.292166,0.171780,-0.137171,-0.169250,-0.186287,-0.240819,-0.209606,-0.250872,-0.223600,-0.223741,-0.241487,-0.255937,-0.256308,-0.253153,-0.245220,-0.236701,-0.240944,-0.248641,-0.258075,-0.261831,-0.139685,0.370370,-0.019551,-0.066554,-0.103717,-0.136998,-0.119345,-0.166113,-0.174483,-0.182768,-0.181838,-0.200398,-0.201250,-0.201168,-0.209202,-0.216207,-0.223914,-0.228769,-0.227474,-0.233398,-0.237053,"pop","../../../datasets/music/pop/pop.00076.au"
0.753284,6.290682,0.115679,-0.173867,-0.198086,-0.216261,-0.241107,-0.160033,-0.250606,-0.235798,-0.234468,-0.272074,-0.261674,-0.257889,-0.264818,-0.258731,-0.258186,-0.259789,-0.261705,-0.262735,-0.265817,-0.108888,0.420022,0.031686,-0.049078,-0.097527,-0.136319,-0.147946,-0.151865,-0.159144,-0.176088,-0.175031,-0.181202,-0.193334,-0.193647,-0.200573,-0.204427,-0.215059,-0.215818,-0.219308,-0.222510,-0.229944,"pop","../../../datasets/music/pop/pop.00077.au"
0.760995,6.284531,0.238882,-0.214535,-0.120562,-0.227693,-0.278048,-0.215949,-0.286691,-0.228513,-0.234176,-0.267251,-0.249388,-0.258340,-0.263338,-0.260196,-0.260541,-0.261468,-0.263491,-0.265458,-0.262340,-0.128342,0.363440,0.053704,-0.028360,-0.087292,-0.114445,-0.119058,-0.139488,-0.169732,-0.173999,-0.181147,-0.185795,-0.189319,-0.196532,-0.203091,-0.218928,-0.223789,-0.223052,-0.225387,-0.233930,-0.241888,"pop","../../../datasets/music/pop/pop.00078.au"
0.675330,6.197052,0.717854,-0.194584,-0.087893,-0.225912,-0.273480,-0.258074,-0.293859,-0.312417,-0.277025,-0.323553,-0.303052,-0.303374,-0.296080,-0.288232,-0.290390,-0.287488,-0.290533,-0.292460,-0.290973,-0.088193,0.710347,0.114396,-0.016313,-0.116119,-0.146382,-0.104895,-0.180734,-0.183046,-0.185075,-0.200935,-0.215704,-0.211953,-0.209970,-0.219217,-0.233222,-0.237188,-0.233920,-0.235545,-0.248589,-0.258602,"pop","../../../datasets/music/pop/pop.00079.au"
0.736099,6.260534,0.565163,-0.090212,-0.152652,-0.252586,-0.281424,-0.281473,-0.233791,-0.271253,-0.257764,-0.248366,-0.275310,-0.249645,-0.296960,-0.258324,-0.264080,-0.269593,-0.278189,-0.265892,-0.262665,-0.166240,0.349022,0.008169,-0.056381,-0.099477,-0.116542,-0.151577,-0.162333,-0.177913,-0.185061,-0.182946,-0.183890,-0.197372,-0.195548,-0.198947,-0.207394,-0.220681,-0.225099,-0.227749,-0.234744,-0.238917,"pop","../../../datasets/music/pop/pop.00081.au"
0.800765,6.299448,0.219674,-0.059210,-0.111631,-0.177099,-0.213425,-0.210266,-0.226279,-0.227871,-0.223822,-0.241027,-0.232713,-0.240117,-0.235933,-0.242981,-0.246200,-0.250267,-0.254862,-0.257053,-0.253731,-0.154306,0.196335,-0.026884,-0.111875,-0.149119,-0.156864,-0.164391,-0.171307,-0.179686,-0.186291,-0.181273,-0.196344,-0.197468,-0.198784,-0.201513,-0.214081,-0.217603,-0.219409,-0.223705,-0.228420,-0.232411,"pop","../../../datasets/music/pop/pop.00082.au"
0.781025,6.282273,0.468191,-0.062057,-0.146391,-0.245778,-0.252890,-0.219669,-0.286247,-0.245541,-0.256481,-0.268902,-0.251069,-0.251041,-0.257871,-0.250788,-0.254639,-0.259028,-0.260867,-0.262343,-0.267296,-0.192652,0.116390,-0.020179,-0.079876,-0.104448,-0.114320,-0.133006,-0.158165,-0.159313,-0.171982,-0.164601,-0.177044,-0.187204,-0.186662,-0.192278,-0.204494,-0.209447,-0.209467,-0.221578,-0.227406,-0.234858,"pop","../../../datasets/music/pop/pop.00083.au"
0.777671,6.253694,0.366005,-0.379617,-0.146214,-0.243428,-0.276240,-0.258538,-0.298739,-0.244021,-0.256107,-0.247473,-0.253640,-0.244588,-0.247346,-0.266131,-0.275167,-0.268487,-0.263251,-0.262809,-0.274948,-0.160760,0.464523,0.137555,0.053184,-0.095306,-0.111227,-0.137986,-0.143417,-0.167615,-0.173269,-0.181912,-0.194453,-0.197974,-0.202959,-0.208907,-0.215107,-0.215974,-0.225915,-0.230804,-0.233573,-0.248725,"pop","../../../datasets/music/pop/pop.00085.au"
0.730846,6.314862,0.213681,-0.140174,-0.197455,-0.269975,-0.245049,-0.197266,-0.237750,-0.217010,-0.225544,-0.230344,-0.223532,-0.243112,-0.229251,-0.251182,-0.235138,-0.240718,-0.239758,-0.240293,-0.237934,-0.157704,0.132777,-0.042707,-0.101255,-0.107547,-0.138141,-0.131512,-0.151150,-0.157941,-0.169747,-0.171168,-0.178375,-0.184822,-0.183463,-0.184651,-0.197656,-0.199210,-0.197747,-0.204002,-0.213632,-0.218250,"pop","../../../datasets/music/pop/pop.00086.au"
0.770015,6.303294,0.248995,-0.054960,-0.176120,-0.190143,-0.235049,-0.207620,-0.254304,-0.238186,-0.240725,-0.223355,-0.247448,-0.272887,-0.271391,-0.264986,-0.240514,-0.242732,-0.243525,-0.250733,-0.250663,-0.184294,0.102362,0.025063,-0.061990,-0.101297,-0.138864,-0.124765,-0.160911,-0.150555,-0.173462,-0.184956,-0.185583,-0.195655,-0.188051,-0.199104,-0.205625,-0.206788,-0.214088,-0.218344,-0.222754,-0.227301,"pop","../../../datasets/music/pop/pop.00087.au"
0.756805,6.271085,0.206492,-0.175857,-0.149470,-0.246831,-0.272936,-0.210589,-0.267917,-0.220463,-0.259606,-0.286040,-0.271445,-0.283114,-0.275646,-0.275780,-0.270304,-0.265921,-0.268046,-0.265706,-0.261572,-0.088385,0.514822,0.060865,-0.040911,-0.095537,-0.115249,-0.123098,-0.138846,-0.165424,-0.168104,-0.178500,-0.193385,-0.201236,-0.201144,-0.208506,-0.218467,-0.226190,-0.223583,-0.225288,-0.232520,-0.238452,"pop","../../../datasets/music/pop/pop.00088.au"
0.757496,6.268167,0.210897,-0.146896,-0.116412,-0.263548,-0.284954,-0.237121,-0.281744,-0.234731,-0.258485,-0.284958,-0.258957,-0.292447,-0.273558,-0.279936,-0.270700,-0.269162,-0.284894,-0.268757,-0.266501,-0.114061,0.522202,0.071915,-0.026847,-0.092363,-0.123092,-0.123126,-0.158663,-0.156724,-0.151152,-0.183236,-0.188544,-0.200519,-0.196074,-0.201182,-0.215961,-0.218432,-0.220147,-0.223334,-0.229294,-0.234163,"pop","../../../datasets/music/pop/pop.00089.au"
0.769933,6.303781,0.245964,-0.058005,-0.175068,-0.192731,-0.233570,-0.206995,-0.255412,-0.235842,-0.240801,-0.221671,-0.246915,-0.272964,-0.270442,-0.264173,-0.239275,-0.242110,-0.243313,-0.249965,-0.250309,-0.184243,0.101238,0.022280,-0.061001,-0.101968,-0.138878,-0.124266,-0.161153,-0.151061,-0.174185,-0.184785,-0.185504,-0.195268,-0.187762,-0.198694,-0.205753,-0.207124,-0.213444,-0.218597,-0.222798,-0.227149,"pop","../../../datasets/music/pop/pop.00090.au"
0.775029,6.300330,0.224975,-0.251010,-0.173993,-0.256034,-0.184722,-0.217213,-0.222950,-0.207323,-0.224311,-0.251148,-0.237013,-0.231196,-0.238273,-0.247590,-0.238427,-0.240766,-0.249889,-0.256650,-0.258492,-0.151490,0.203882,0.019016,-0.033688,-0.106217,-0.132857,-0.156382,-0.150596,-0.162150,-0.168301,-0.176627,-0.187137,-0.190047,-0.192193,-0.199257,-0.208032,-0.217930,-0.214767,-0.223365,-0.229072,-0.236121,"pop","../../../datasets/music/pop/pop.00092.au"
0.777842,6.308575,0.229584,-0.135518,-0.197233,-0.229090,-0.175493,-0.200571,-0.232309,-0.236900,-0.244327,-0.260192,-0.251559,-0.252220,-0.246928,-0.237412,-0.223550,-0.241931,-0.247579,-0.253265,-0.251028,-0.147009,0.079779,-0.046346,-0.075418,-0.110255,-0.136083,-0.130228,-0.152707,-0.164478,-0.166400,-0.169906,-0.176104,-0.177815,-0.188009,-0.187461,-0.195108,-0.198703,-0.206624,-0.209634,-0.216357,-0.224029,"pop","../../../datasets/music/pop/pop.00093.au"
0.765260,6.289550,0.400042,-0.266421,-0.176085,-0.215560,-0.242454,-0.212667,-0.256287,-0.212861,-0.261048,-0.256072,-0.257906,-0.252826,-0.237417,-0.245290,-0.232725,-0.252420,-0.255042,-0.253536,-0.255242,-0.164433,0.185395,0.012093,-0.082727,-0.105995,-0.139209,-0.123999,-0.151257,-0.169111,-0.169264,-0.172301,-0.183280,-0.189950,-0.192253,-0.191127,-0.195292,-0.201789,-0.209570,-0.215489,-0.223655,-0.229782,"pop","../../../datasets/music/pop/pop.00094.au"
0.812775,6.278451,0.362515,-0.020600,-0.157389,-0.210671,-0.257270,-0.183972,-0.266650,-0.226236,-0.257648,-0.285831,-0.279527,-0.277198,-0.278467,-0.273770,-0.255755,-0.257467,-0.256086,-0.256200,-0.259972,-0.178228,0.222861,0.031701,-0.070687,-0.100980,-0.140377,-0.136032,-0.165705,-0.161892,-0.180488,-0.189918,-0.187094,-0.191734,-0.203427,-0.209983,-0.217868,-0.218337,-0.212624,-0.216314,-0.230126,-0.235776,"pop","../../../datasets/music/pop/pop.00095.au"
